Name,Age,Nationality,Overall,Club,ClubName,ClubTop20,WageK,PreferredFoot,Position
Toni Moya,20,Spain,63,Atlético Madrid,12AtleticoMadrid,Yes,6,Right,MidField
C. Ngonge,18,Belgium,63,Club Brugge KV,Others,No,2,Left,Forward
W. Meyiwa,18,South Africa,63,Kaizer Chiefs,Others,No,1,Right,MidField
Claiton,33,Brazil,72,US Cremonese,Others,No,3,Right,Defence
René,34,Spain,72,UD Almería,Others,No,5,Right,GoalKeeper
Dani Giménez,34,Spain,72,Deportivo de La Coruña,Others,No,6,Right,GoalKeeper
Kwoun Sun Tae,33,Korea Republic,72,Kashima Antlers,Others,No,7,Right,GoalKeeper
Luso,33,Spain,72,CF Rayo Majadahonda,Others,No,5,Right,Defence
Flavio Paixão,33,Portugal,71,Lechia Gda?sk,Others,No,7,Right,Forward
J. Spector,32,United States,71,Orlando City SC,Others,No,5,Right,Defence
S. Malezas,33,Greece,71,PAOK,Others,No,1,Right,Defence
S. Bossut,32,Belgium,71,SV Zulte-Waregem,Others,No,8,Right,GoalKeeper
T. Kessler,32,Germany,71,1. FC Köln,Others,No,10,Right,GoalKeeper
B. Acosta,31,Costa Rica,71,SK Brann,Others,No,4,Right,Defence
R. Torres,32,Panama,71,Seattle Sounders FC,Others,No,5,Right,Defence
A. Feick,30,Germany,70,1. FC Heidenheim 1846,Others,No,7,Left,Defence
M. Torrén,29,Argentina,70,Argentinos Juniors,Others,No,8,Right,Defence
M. Azira,30,Uganda,70,Montreal Impact,Others,No,5,Right,MidField
C. Corvalán,29,Argentina,70,Unión de Santa Fe,Others,No,8,Left,Defence
G. Belaud,31,France,70,Stade Brestois 29,Others,No,4,Right,Defence
G. Kagelmacher,30,Uruguay,70,KV Kortrijk,Others,No,8,Right,Defence
C. Strohdiek,30,Germany,70,SC Paderborn 07,Others,No,7,Right,Defence
R. Ovelar,32,Paraguay,70,Millonarios FC,Others,No,3,Right,Forward
T. Carson,30,Northern Ireland,70,Motherwell,Others,No,4,Right,GoalKeeper
P. Gallagher,33,Scotland,70,Preston North End,Others,No,9,Right,MidField
C. Mandanne,33,France,70,La Berrichonne de Châteauroux,Others,No,5,Right,Forward
J. San Román,29,Argentina,70,Atlético Tucumán,Others,No,7,Right,Defence
J. Palacios,28,Colombia,70,Millonarios FC,Others,No,3,Right,Defence
J. Palmieri,31,France,70,GFC Ajaccio,Others,No,4,Left,Defence
S. Çinaz,32,Germany,70,Kayserispor,Others,No,8,Right,MidField
F. Jungwirth,29,Germany,70,San Jose Earthquakes,Others,No,5,Right,Defence
K. Watanabe,31,Japan,70,Gamba Osaka,Others,No,8,Right,Forward
F. Al Ansari,31,Kuwait,70,Al Faisaly,Others,No,13,Right,MidField
T. Sparv,31,Finland,70,FC Midtjylland,Others,No,13,Left,MidField
Yang Han Been,26,Korea Republic,70,FC Seoul,Others,No,4,Right,GoalKeeper
Pinillos,25,Spain,69,Barnsley,Others,No,6,Left,Defence
P. Schobesberger,24,Austria,69,SK Rapid Wien,Others,No,9,Right,MidField
M. Zimmermann,26,Germany,69,Fortuna Düsseldorf,Others,No,12,Right,Defence
Iván Sánchez,25,Spain,69,Elche CF,Others,No,4,Left,MidField
J. Vaughan,29,England,69,Wigan Athletic,Others,No,27,Right,Forward
F. Píriz,28,Uruguay,69,Montpellier HSC,Others,No,11,Right,MidField
G. Zigoni,27,Italy,69,Venezia FC,Others,No,3,Right,Forward
L. Murphy,28,England,69,Bolton Wanderers,Others,No,6,Right,MidField
E. Jeleni?,25,Slovenia,69,Carpi,Others,No,2,Right,MidField
D. Hernández,25,Colombia,69,San Lorenzo de Almagro,Others,No,9,Left,MidField
O. De Wolf,21,Belgium,69,Sporting Lokeren,Others,No,4,Left,GoalKeeper
B. Dja Djédjé,27,Ivory Coast,69,MKE Ankaragücü,Others,No,9,Right,MidField
M. Pereira,30,France,69,Yeni Malatyaspor,Others,No,7,Right,MidField
M. Zeffane,26,Algeria,69,Stade Rennais FC,Others,No,13,Right,Defence
Tomás Podstawski,23,Portugal,69,Pogo? Szczecin,Others,No,3,Right,MidField
E. Rivière,28,France,69,FC Metz,Others,No,5,Right,Forward
J. Gómez,24,Mexico,69,Querétaro,Others,No,4,Right,MidField
C. Jenkinson,26,England,69,Arsenal,07Arsenal,Yes,34,Right,Defence
P. Hoban,26,Republic of Ireland,69,Dundalk,Others,No,2,Right,Forward
E. Rescaldani,26,Argentina,69,Patronato,Others,No,8,Left,Forward
J. George,25,Germany,69, SSV Jahn Regensburg,Others,No,6,Right,MidField
C. McLaughlin,26,Northern Ireland,69,Millwall,Others,No,7,Right,Defence
N. Ueda,23,Japan,69,KSV Cercle Brugge,Others,No,6,Right,Defence
João Victor,24,Brazil,69,LASK Linz,Others,No,6,Left,Forward
C. Arrieta,22,Colombia,69,Envigado FC,Others,No,1,Right,Defence
S. Allagbé,24,Benin,69,Chamois Niortais Football Club,Others,No,2,Right,GoalKeeper
Auremir,26,Brazil,69,BB Erzurumspor,Others,No,7,Right,Defence
J. Butterfield,28,England,69,Derby County,Others,No,20,Right,MidField
N. Lima,23,United States,69,San Jose Earthquakes,Others,No,3,Right,Defence
S. Rochet,25,Uruguay,69,Sivasspor,Others,No,5,Right,GoalKeeper
D. Warmerdam,22,Netherlands,69,FC Groningen,Others,No,4,Left,MidField
M. Çelik,28,Turkey,69,Galatasaray SK,Others,No,24,Right,MidField
M. Roberts,27,England,69,Birmingham City,Others,No,12,Right,Defence
A. Karabulut,30,Turkey,69,Sivasspor,Others,No,7,Left,MidField
L. Caicedo,26,Ecuador,69,Tiburones Rojos de Veracruz,Others,No,4,Right,Defence
O. Kakabadze,23,Georgia,69,FC Luzern,Others,No,6,Right,Defence
Avto,26,Georgia,68,GD Chaves,Others,No,5,Right,Forward
A. Aosman,23,Syria,68,SG Dynamo Dresden,Others,No,7,Right,Forward
A. Escoto,25,Mexico,68,Deportivo Toluca,Others,No,10,Left,Forward
V. ?erný,20,Czech Republic,68,Ajax,Others,No,6,Left,Forward
T. Browning,24,England,68,Everton,19Everton,Yes,23,Right,Defence
I. Ledezma,22,Chile,68,Audax Italiano,Others,No,2,Right,MidField
T. Kane,24,England,68,Hull City,Others,No,9,Right,Defence
Guilherme Lazaroni,25,Brazil,68,Portimonense SC,Others,No,4,Left,Defence
L. Godoy,23,Argentina,68,Club Atlético Talleres,Others,No,5,Right,Defence
T. Guidara,22,Argentina,68,Belgrano de Córdoba,Others,No,5,Right,Defence
J. Bela,25,France,68,Albacete BP,Others,No,4,Right,MidField
L. Fariña,27,Argentina,68,CD Aves,Others,No,5,Right,MidField
A. MacDonald,25,England,68,Hull City,Others,No,10,Right,Defence
T. Pellenard,24,France,68,FC Girondins de Bordeaux,Others,No,12,Left,Defence
B. Boulahroud,25,Morocco,68,Málaga CF,Others,No,4,Right,MidField
P. Weihrauch,24,Germany,68,DSC Arminia Bielefeld,Others,No,6,Right,MidField
T. Margasov,26,Russia,68,Lokomotiv Moscow,Others,No,1,Right,Defence
F. Grillo,25,Argentina,68,Göztepe SK,Others,No,8,Left,Defence
T. Adeyemi,26,England,68,Ipswich Town,Others,No,5,Right,MidField
O. Noorafkan,21,Iran,68,Sporting de Charleroi,Others,No,4,Left,MidField
S. Salazar,22,Colombia,68,Independiente Santa Fe,Others,No,2,Right,MidField
Nouhou,21,Cameroon,68,Seattle Sounders FC,Others,No,2,Left,Defence
C. Embalo,23,Guinea Bissau,68,Palermo,Others,No,2,Left,Forward
B. Pelé,26,France,68,ESTAC Troyes,Others,No,4,Left,MidField
A. Mulenga,28,Zambia,68,Orlando Pirates,Others,No,1,Right,Forward
David Carmona,21,Spain,68,Cádiz CF,Others,No,3,Right,Defence
D. McGeouch,25,Scotland,68,Sunderland,Others,No,6,Right,MidField
I. Cissé,24,Guinea,68,Fulham,Others,No,16,Right,MidField
A. Boljevi?,22,Montenegro,68,Waasland-Beveren,Others,No,5,Right,Forward
O. Osawe,24,Nigeria,68,FC Ingolstadt 04,Others,No,10,Right,Forward
Chi Zhongguo,28,China PR,68,Beijing Sinobo Guoan FC,Others,No,8,Right,MidField
S. Kaba,23,Guinea,68,Elche CF,Others,No,3,Right,Forward
Iván Rodríguez,22,Spain,68,Málaga CF,Others,No,4,Right,Defence
G. Páez,28,Venezuela,68,Kaizer Chiefs,Others,No,1,Right,Forward
J. Chabot,20,Germany,68,FC Groningen,Others,No,3,Left,Defence
M. Clark,22,England,68,Vitesse,Others,No,5,Left,Defence
S. Maier,24,Germany,68,VfL Bochum 1848,Others,No,7,Right,MidField
L. Bacuna,26,Curacao,68,Reading,Others,No,13,Right,MidField
I. Jeraldino,22,Chile,68,Audax Italiano,Others,No,2,Right,Forward
Mario Barco,25,Spain,68,Cádiz CF,Others,No,5,Right,Forward
Y. Baraye,26,Senegal,68,Parma,Others,No,17,Right,Forward
I. Poblete,23,Chile,68,Unión Española,Others,No,2,Right,MidField
Carbonell,20,Spain,67,CF Reus Deportiu,Others,No,2,Right,MidField
Y. Meité,22,Ivory Coast,67,Reading,Others,No,11,Left,Forward
S. van der Water,21,Netherlands,67,Heracles Almelo,Others,No,3,Left,Forward
G. Akkan,23,Turkey,67,Çaykur Rizespor,Others,No,3,Right,GoalKeeper
H. Çinemre,24,Turkey,67,Göztepe SK,Others,No,7,Right,Defence
A. Campbell,19,Scotland,67,Motherwell,Others,No,1,Right,MidField
I. Mhirsi,24,Tunisia,67,Red Star FC,Others,No,2,Right,MidField
D. Vergara,21,Colombia,67,Envigado FC,Others,No,1,Right,MidField
S. Kneževi?,21,Switzerland,67,FC Luzern,Others,No,4,Right,Defence
J. Valencia,26,Colombia,67,CD Feirense,Others,No,5,Right,Forward
P. Zulu,25,South Africa,67,Kaizer Chiefs,Others,No,1,Left,MidField
M. Zaccagni,23,Italy,67,Hellas Verona,Others,No,2,Right,MidField
A. Masika,25,Kenya,67,Beijing Renhe FC,Others,No,5,Right,MidField
E. Nazaryna,20,Ukraine,67,Royal Antwerp FC,Others,No,3,Right,MidField
Zubiaurre,21,Spain,67,Real Sociedad,Others,No,4,Left,GoalKeeper
S. Diarra,23,Mali,67,Racing Club de Lens,Others,No,3,Right,MidField
B. Merlini,22,Argentina,67,San Lorenzo de Almagro,Others,No,6,Right,MidField
O. Mihálik,21,Czech Republic,67,AZ Alkmaar,Others,No,4,Right,Forward
R. Colclough,23,England,67,Scunthorpe United,Others,No,4,Right,MidField
Dani Romera,22,Spain,67,Cádiz CF,Others,No,4,Right,Forward
Zé Turbo,21,Guinea Bissau,67,Newell's Old Boys,Others,No,5,Left,Forward
S. Ngom,25,Senegal,67,FC Nantes,Others,No,9,Right,Forward
S. Campo,22,Switzerland,67,FC Basel 1893,Others,No,8,Left,MidField
S. Hefti,20,Switzerland,67,FC St. Gallen,Others,No,4,Right,Defence
T. Bingöl,25,Turkey,67,Göztepe SK,Others,No,8,Right,MidField
Bicho,22,Spain,67,Deportivo de La Coruña,Others,No,3,Left,MidField
T. Casasola,22,Argentina,67,US Salernitana 1919,Others,No,2,Right,MidField
D. Srbeny,24,Germany,67,Norwich City,Others,No,9,Right,Forward
U. Rivas,22,Mexico,67,Santos Laguna,Others,No,6,Right,MidField
Pedro Chirivella,21,Spain,66,Liverpool,08LiverPool,Yes,17,Right,MidField
Joca,22,Portugal,66,Rio Ave FC,Others,No,3,Right,MidField
Miguelón,22,Spain,66,Villarreal CF,Others,No,7,Right,Defence
A. Caci,21,France,66,RC Strasbourg Alsace,Others,No,4,Right,MidField
T. Mavromatis,21,Greece,66,Panathinaikos FC,Others,No,1,Left,Defence
B. Jatta,20,Gambia,66,Hamburger SV,Others,No,3,Right,MidField
T. Borevkovi?,21,Croatia,66,Rio Ave FC,Others,No,2,Right,Defence
C. Morris,22,England,66,Norwich City,Others,No,8,Right,Forward
Lucas,21,Brazil,66,SC Braga,Others,No,3,Right,Defence
J. Rossiter,21,England,66,Rangers FC,Others,No,9,Right,MidField
A. Diawusie,20,Germany,66,FC Ingolstadt 04,Others,No,6,Right,MidField
J. Rothwell,23,England,66,Blackburn Rovers,Others,No,10,Right,MidField
O. Kuper,21,Germany,66,SV Werder Bremen,Others,No,6,Left,MidField
G. Kiltie,21,Scotland,66,Kilmarnock,Others,No,2,Right,MidField
R. Amaral,21,Uruguay,66,Racing Club,Others,No,4,Left,MidField
Borja Sánchez,22,Spain,66,Real Oviedo,Others,No,3,Right,MidField
E. Brophy,22,Scotland,66,Kilmarnock,Others,No,2,Right,Forward
Q. Laçi,22,Albania,66,AC Ajaccio,Others,No,2,Right,MidField
A. Fuchs,21,Germany,66,1. FC Nürnberg,Others,No,5,Right,MidField
Pastrana,21,Spain,65,RC Celta,Others,No,4,Left,MidField
Avilés,20,Spain,65,CD Leganés,Others,No,5,Right,MidField
M. Bakker,18,Netherlands,65,Ajax,Others,No,2,Left,Defence
H. Adelakun,22,England,65,Bristol City,Others,No,9,Right,MidField
K. Davis,20,England,65,Aston Villa,Others,No,4,Right,Forward
Fidalgo,21,Spain,65,Real Madrid,01RealMadrid,Yes,20,Right,MidField
M. Damsgaard,17,Denmark,65,FC Nordsjælland,Others,No,2,Right,MidField
Bruno Gomes,21,Brazil,65,CD Aves,Others,No,3,Right,Forward
R. Ledson,20,England,65,Preston North End,Others,No,3,Right,MidField
G. Melkadze,21,Russia,65,Spartak Moscow,Others,No,1,Right,MidField
K. Edwards,20,England,65,West Bromwich Albion,Others,No,6,Right,MidField
A. Carleton,18,United States,64,Atlanta United,Others,No,1,Right,MidField
K. Bryan,21,England,64,Sheffield United,Others,No,2,Left,Defence
O. Mandanda,19,France,64,FC Girondins de Bordeaux,Others,No,2,Right,GoalKeeper
B. Toma,19,Switzerland,64,FC Sion,Others,No,3,Right,MidField
W. Bianda,18,France,64,Roma,16Roma,Yes,4,Left,Defence
O. Skipp,17,England,64,Tottenham Hotspur,09TottenhamHotspur,Yes,6,Right,MidField
H. Wright,20,United States,64,FC Schalke 04,14Schalke,Yes,5,Right,Forward
J. Serrano,20,France,64,AS Monaco,Others,No,8,Left,Defence
H. Mahou,18,France,64,OGC Nice,Others,No,4,Right,Forward
V. Loroña,19,Mexico,64,Puebla FC,Others,No,1,Right,Defence
R. Vargas,19,Switzerland,64,FC Luzern,Others,No,2,Left,MidField
Víctor Fernández,20,Spain,63,Newcastle United,20NewCastleUnited,Yes,6,Right,MidField
Miguel Luís,19,Portugal,63,Sporting CP,Others,No,1,Right,MidField
O. Solet,18,France,63,Olympique Lyonnais,Others,No,4,Right,Defence
Y. Benrahou,19,Morocco,63,FC Girondins de Bordeaux,Others,No,3,Left,MidField
Y. Dhanda,19,England,63,Swansea City,Others,No,3,Right,MidField
A. Gordyushenko,21,Russia,63,PFC CSKA Moscow,Others,No,1,Right,MidField
C. Lakin,19,England,63,Birmingham City,Others,No,3,Left,MidField
B. Soumaré,19,France,63,LOSC Lille,Others,No,3,Right,MidField
L. Pintor,17,France,62,Olympique Lyonnais,Others,No,5,Right,Forward
M. Mudryk,17,Ukraine,62,Shakhtar Donetsk,Others,No,1,Right,MidField
R. Brewster,18,England,62,Liverpool,08LiverPool,Yes,8,Right,Forward
W. Caballero,36,Argentina,76,Chelsea,06Chelsea,Yes,39,Right,GoalKeeper
D. Bonera,37,Italy,75,Villarreal CF,Others,No,18,Right,Defence
Laure,33,Spain,72,AD Alcorcón,Others,No,7,Right,Defence
H. Droguett,35,Chile,72,CD Universidad de Concepción,Others,No,3,Left,MidField
C. Marshall,33,United States,72,Seattle Sounders FC,Others,No,6,Left,Defence
R. Gutiérrez,35,Chile,72,CD Palestino,Others,No,3,Right,Forward
J. Bottinelli,33,Argentina,72,Unión de Santa Fe,Others,No,10,Left,Defence
A. Çamdal?,34,Germany,72,Çaykur Rizespor,Others,No,10,Right,MidField
A. Cadavid,32,Colombia,71,Millonarios FC,Others,No,3,Left,Defence
J. Dahlin,31,Sweden,71,Malmö FF,Others,No,4,Right,GoalKeeper
Nauzet,33,Spain,71,UD Las Palmas,Others,No,6,Right,GoalKeeper
N. Champagne,33,Argentina,71,Real Oviedo,Others,No,6,Right,GoalKeeper
F. Torijano,29,Colombia,70,Deportes Tolima,Others,No,3,Right,Defence
M. Liendl,32,Austria,70,Wolfsberger AC,Others,No,8,Left,MidField
A. Ábalos,32,Argentina,70,Club Deportes Temuco,Others,No,2,Right,MidField
D. Schmidt,31,Germany,70,Holstein Kiel,Others,No,7,Right,Defence
R. Himmelmann,29,Germany,70,FC St. Pauli,Others,No,8,Right,GoalKeeper
S. Pocognoli,30,Belgium,70,Standard de Liège,Others,No,8,Left,Defence
G. Leadbitter,32,England,70,Middlesbrough,Others,No,26,Right,MidField
J. Angulo,29,Colombia,70,Deportivo Cali,Others,No,2,Right,Defence
M. Mancienne,30,England,70,New England Revolution,Others,No,5,Right,Defence
A. Faurlín,31,Argentina,70,RCD Mallorca,Others,No,5,Left,MidField
Park Joo Ho,31,Korea Republic,70,Ulsan Hyundai FC,Others,No,5,Left,MidField
Nenê,34,Brazil,70,Moreirense FC,Others,No,5,Right,Forward
J. Morrow,30,United States,70,Toronto FC,Others,No,5,Left,Defence
B. Röcker,28,Germany,70,Brøndby IF,Others,No,14,Left,Defence
C. Henao,29,Colombia,70,Independiente Santa Fe,Others,No,3,Left,Defence
T. Kister,31,Germany,70,SV Sandhausen,Others,No,4,Right,Defence
Jeong Jae Yong,27,Korea Republic,70,Ulsan Hyundai FC,Others,No,5,Right,MidField
D. Fox,32,Scotland,70,Nottingham Forest,Others,No,24,Left,Defence
A. Meijers,30,Netherlands,70,ADO Den Haag,Others,No,5,Left,Defence
J. López,29,Colombia,70,Independiente Santa Fe,Others,No,3,Right,Defence
R. Wallace,33,Scotland,70,Fleetwood Town,Others,No,6,Left,MidField
A. Bernardini,31,Italy,70,US Salernitana 1919,Others,No,3,Right,Defence
G. Scognamiglio,31,Italy,70,Pescara,Others,No,3,Left,Defence
A. Sepúlveda,27,Mexico,69,Guadalajara,Others,No,17,Right,MidField
F. Hartherz,25,Germany,69,DSC Arminia Bielefeld,Others,No,7,Left,Defence
Alberto,25,Spain,69,CD Tenerife,Others,No,5,Right,Defence
P. Sotiriou,25,Cyprus,69,FC København,Others,No,10,Right,Forward
Sandeiro Leal,30,Brazil,69,Paraná,Others,No,10,Right,MidField
M. van Duinen,26,Netherlands,69,PEC Zwolle,Others,No,6,Right,Forward
K. Rowe,26,United States,69,New England Revolution,Others,No,4,Right,MidField
P. Ziereis,25,Germany,69,FC St. Pauli,Others,No,8,Right,Defence
S. Walsh,23,Netherlands,69,SV Zulte-Waregem,Others,No,6,Right,MidField
M. Turner,24,United States,69,New England Revolution,Others,No,3,Right,GoalKeeper
C. Techera,26,Uruguay,69,Vancouver Whitecaps FC,Others,No,4,Left,MidField
Anderson Lopes,24,Brazil,69,FC Seoul,Others,No,4,Left,Forward
Tang Miao,27,China PR,69,Guangzhou R&F; FC,Others,No,7,Right,Defence
T. Juri?,26,Australia,69,FC Luzern,Others,No,8,Right,Forward
L. Bittante,24,Italy,69,Empoli,Others,No,6,Right,Defence
M. Sax,25,Austria,69,FK Austria Wien,Others,No,8,Right,MidField
Mei Fang,28,China PR,69,Guangzhou Evergrande Taobao FC,Others,No,8,Right,Defence
J. Malagón,25,Colombia,69,Patriotas Boyacá FC,Others,No,1,Right,Defence
F. Noguera,25,Argentina,69,Estudiantes de La Plata,Others,No,7,Right,Defence
Cai Huikang,28,China PR,69,Shanghai SIPG FC,Others,No,8,Right,MidField
H. Aiesh,23,Sweden,69,Östersunds FK,Others,No,3,Right,Forward
Mika,27,Portugal,69,Os Belenenses,Others,No,3,Left,GoalKeeper
G. Bruno,26,Belgium,69,KSV Cercle Brugge,Others,No,8,Right,MidField
F. Campbell,30,England,69,Hull City,Others,No,15,Right,Forward
D. Gibson,30,Republic of Ireland,69,Wigan Athletic,Others,No,24,Right,MidField
M. Tankovi?,23,Sweden,69,Hammarby IF,Others,No,3,Right,MidField
K. Kodro,24,Bosnia Herzegovina,69,FC København,Others,No,9,Right,Forward
I. Parlak,31,Turkey,69,MKE Ankaragücü,Others,No,11,Right,MidField
F. Aristeguieta,26,Venezuela,69,América de Cali,Others,No,2,Right,Forward
Ever Sineiro,30,Brazil,69,Cruzeiro,Others,No,13,Right,MidField
I. Anya,30,Scotland,69,Derby County,Others,No,21,Right,Forward
S. Schonlau,23,Germany,69,SC Paderborn 07,Others,No,5,Right,Defence
Javi Galán,23,Spain,69,Córdoba CF,Others,No,4,Left,Defence
J. Glesnes,24,Norway,69,Strømsgodset IF,Others,No,2,Right,Defence
Bruno Brígido,27,Brazil,69,CD Feirense,Others,No,5,Right,GoalKeeper
M. Autret,27,France,69,Stade Brestois 29,Others,No,4,Left,MidField
Rui Silva,24,Portugal,69,Granada CF,Others,No,3,Right,GoalKeeper
M. Araujo,23,Peru,69,Club Atlético Talleres,Others,No,6,Right,Defence
R. Krauße,24,Germany,69,FC Ingolstadt 04,Others,No,10,Right,MidField
Edu Ramos,26,Spain,69,Cádiz CF,Others,No,5,Right,MidField
A. Matthews,26,Wales,69,Sunderland,Others,No,7,Right,Defence
D. Cataño,26,Colombia,69,Deportes Tolima,Others,No,2,Right,MidField
C. Núñez,25,Uruguay,69,Unión La Calera,Others,No,2,Right,Forward
E. Boateng,24,Ghana,68,LA Galaxy,Others,No,3,Left,MidField
J. Stage,21,Denmark,68,Aarhus GF,Others,No,4,Right,MidField
R. Andrich,23,Germany,68,1. FC Heidenheim 1846,Others,No,5,Right,MidField
Sun Ke,28,China PR,68,Tianjin Quanjian FC,Others,No,10,Right,MidField
A. To?ca,26,Romania,68,PAOK,Others,No,1,Left,Defence
J. Arias,25,Uruguay,68,Club Atlético Talleres,Others,No,7,Right,Forward
D. Kort,23,Poland,68,Wis?a Kraków,Others,No,3,Right,MidField
R. Tavera,22,Colombia,68,Atlético Huila,Others,No,1,Right,MidField
Jonaldo Santoso,26,Brazil,68,Sport Club do Recife,Others,No,7,Left,Forward
A. Fulignati,23,Italy,68,Empoli,Others,No,4,Right,GoalKeeper
Y. Bárcenas,24,Panama,68,Real Oviedo,Others,No,4,Right,MidField
C. Ikonomidis,23,Australia,68,Perth Glory,Others,No,3,Right,MidField
C. Martinez,25,Paraguay,68,Santos Laguna,Others,No,9,Left,Forward
V. Sasso,27,France,68,Os Belenenses,Others,No,3,Right,Defence
S. Parker,25,Germany,68,SpVgg Greuther Fürth,Others,No,5,Right,Forward
Adão Morrinhos,26,Brazil,68,Fluminense,Others,No,12,Right,Forward
Alex Muñoz,23,Spain,68,Real Zaragoza,Others,No,4,Left,Defence
D. Louiserre,23,France,68,Chamois Niortais Football Club,Others,No,3,Right,MidField
G. Bushchan,24,Ukraine,68,Dynamo Kyiv,Others,No,1,Right,GoalKeeper
O. Hernández,23,Chile,68,CD Antofagasta,Others,No,2,Right,MidField
D. Horgan,25,Republic of Ireland,68,Hibernian,Others,No,3,Right,MidField
E. Isnaldo,24,Argentina,68,Defensa y Justicia,Others,No,5,Left,MidField
J. Contreras,23,Venezuela,68,La Berrichonne de Châteauroux,Others,No,2,Right,GoalKeeper
F. Müller,25,Germany,68,SV Sandhausen,Others,No,3,Left,MidField
Dalmau,24,Spain,68,Heracles Almelo,Others,No,4,Right,Forward
O. Lee,26,England,68,Heart of Midlothian,Others,No,4,Right,MidField
Matos,23,Spain,68,Cádiz CF,Others,No,4,Left,Defence
J. Verlaat,22,Netherlands,68,SV Sandhausen,Others,No,3,Right,Defence
B. Yard?mc?,25,Turkey,68,Bursaspor,Others,No,6,Right,Defence
B. Rother,21,Germany,68,1. FC Magdeburg,Others,No,4,Right,MidField
F. Falcone,28,Argentina,68,Boavista FC,Others,No,4,Right,Forward
J. Horn,21,Germany,68,1. FC Köln,Others,No,5,Left,Defence
P. Polomat,24,France,68,AS Saint-Étienne,Others,No,9,Left,Defence
K. Stewart,24,England,68,Hull City,Others,No,9,Right,MidField
J. Dompé,22,France,68,KAA Gent,Others,No,7,Right,MidField
